id,page1_id,page2_id
1007,288,49
2306,1559,76
2314,1568,76
2318,1570,76
2317,1570,226
2312,1567,250
2311,1567,1207
2316,1569,250
2315,1569,1207
2326,1574,1207
2332,1577,250
2330,1576,76
2329,1576,226
2331,1577,1207
2310,1566,250
2309,1566,1207
2270,1554,1207
3617,1928,410
1011,483,22
2334,1578,76
2333,1578,226
3797,1977,742
2336,1579,76
2335,1579,226
2260,1553,432
2603,1679,255
2307,1565,226
2342,1582,76
2341,1582,226
2359,398,20
766,279,70
2368,738,662
2346,1584,76
2345,1584,226
2355,1588,76
2354,1588,226
1024,547,78
2352,1587,250
2351,1587,1207
1040,294,60
2357,1589,250
2356,1589,1207
2261,1553,290
2269,486,1504
2198,226,1506
1029,420,20
2308,1565,76
2361,274,18
3646,338,103
3460,308,73
3700,443,108
1810,1328,1206
2365,226,653
3701,443,1399
3702,443,1405
992,360,63
2278,360,73
2366,702,200
2364,703,642
2291,1508,76
1236,1064,244
2321,325,77
1402,587,70
1237,1064,236
1565,1227,111
3675,429,108
1566,1227,249
1576,1227,133
1238,1064,228
1239,1064,348
2095,1452,511
1125,366,31
1124,366,69
1240,1064,571
1198,1041,67
3533,380,103
376,19,287
377,19,622
378,19,369
379,19,125
380,19,138
501,65,270
502,65,532
507,65,122
2404,1468,69
342,20,412
343,20,478
344,20,400
345,20,411
352,20,598
353,20,420
354,20,423
355,20,398
356,20,407
357,20,409
358,20,426
359,20,605
346,20,403
347,20,531
348,20,460
349,20,405
350,20,602
351,20,425
1270,459,61
1045,373,62
1233,1063,166
1135,409,20
2388,1507,49
1673,742,1183
802,249,69
2387,1598,250
2399,1472,69
2400,1471,69
734,709,200
1180,369,19
1371,588,70
3453,405,20
1142,273,14
2412,1604,250
2411,1604,1207
1139,367,60
744,270,23
2373,1326,1180
2379,1592,250
2378,1592,1207
1464,303,76
1264,236,22
745,270,67
1263,236,78
333,66,236
2401,1470,69
670,693,651
447,22,395
1938,116,457
449,22,312
450,22,389
451,22,379
497,65,400
498,65,338
499,65,274
1937,116,275
2371,376,637
334,66,524
335,66,290
2424,1609,250
2423,1609,1207
2220,322,639
2362,1147,1414
2406,1603,250
2405,1603,1207
3566,414,70
1222,392,108
3618,275,116
962,322,67
3718,1936,250
1123,365,70
3593,593,65
1357,1152,394
2381,1593,250
2380,1593,1207
1082,599,76
1208,394,76
2375,394,1152
2374,1326,661
2420,1607,250
2419,1607,1207
2418,1606,250
2417,1606,1207
2392,1600,250
2391,1600,1207
3647,1202,1179
3648,287,103
1051,423,20
2370,332,126
2396,1601,250
2395,1601,1207
1122,350,19
2416,1605,250
2415,1605,1207
3676,555,71
2394,1473,69
1265,236,66
2393,1474,69
1188,301,31
1187,301,69
1192,368,63
2372,1590,651
1141,273,67
2377,1591,250
2376,1591,1207
3719,1936,22
3743,1953,252
3744,1953,76
2402,1469,69
2386,1598,1207
336,66,380
3534,819,108
3594,299,64
2490,1636,250
2489,1636,1207
18,83,82
2500,1643,223
2428,1611,250
22,87,27
2488,1635,73
2480,1633,284
2503,1644,73
2511,1648,266
2440,1617,76
2439,1617,599
2427,1611,1207
2443,755,226
2458,1623,76
2457,1623,231
2436,1615,250
2435,1615,1207
551,71,626
552,71,135
2442,1618,250
2441,1618,1207
2492,1637,284
3595,299,103
3840,1927,1504
1209,394,81
2245,1543,253
473,72,265
2465,1625,76
2464,1625,231
5063,2618,381
2446,1619,76
2445,1619,231
2467,1626,250
2466,1626,1207
153,49,52
154,49,88
370,49,119
2471,1628,76
2470,1628,231
2449,1620,250
2448,1620,1207
397,60,111
398,60,120
399,60,122
579,667,190
578,667,157
2455,1622,250
2454,1622,1207
890,627,38
3649,584,1178
2456,1511,49
2478,1632,1207
804,249,76
3404,568,103
2479,1632,250
2491,328,1506
2476,1631,1207
2463,1624,250
2469,1627,250
2468,1627,1207
2160,1486,263
2159,1486,485
2510,1486,49
2459,1505,49
2475,1630,250
2474,1630,1207
880,802,690
2560,474,1504
1070,274,23
3413,481,68
596,499,669
3745,1954,250
2481,1633,258
2487,1635,284
294,67,304
295,67,225
2495,1638,73
474,72,320
475,72,333
477,72,390
2462,1624,1207
478,72,446
3568,438,108
2497,1639,73
479,72,331
3720,1935,22
2508,1647,73
2507,1647,266
737,224,77
3815,1985,459
2496,1639,389
3799,1978,742
3620,293,108
2450,1621,231
2434,1614,250
2433,1614,1207
2504,1645,223
2486,1634,250
2485,1634,1207
2477,1631,250
2493,1637,73
2482,1633,73
2247,1544,250
2246,1544,1207
2505,1646,432
894,629,21
2451,1621,76
2447,1551,69
239,95,432
240,95,445
241,95,408
3816,1985,22
3567,438,1405
2494,1638,389
480,72,120
2256,1551,239
2452,1542,69
242,95,510
243,95,555
244,95,499
2453,1536,49
245,95,417
2151,1482,433
2152,1482,371
2460,1502,49
2461,1501,49
2501,1493,49
2173,1493,261
2509,1490,69
2171,1490,428
2172,1490,261
2506,1478,69
2235,1537,253
2438,1616,76
2437,1616,599
2532,1655,228
1992,108,429
3923,2020,72
2521,1652,437
2520,1652,69
1942,660,236
2606,1680,270
2607,1680,67
2656,653,599
2818,1745,63
2817,1745,772
2349,1586,1207
650,103,546
655,103,292
5064,2617,432
2792,548,639
2513,1479,69
2523,1653,73
2522,1653,242
2806,217,485
2805,217,401
197,217,49
2533,1655,73
2696,1706,71
2695,1706,408
3717,1935,250
3801,1979,742
2657,653,394
3921,2020,238
3064,1797,567
3065,1797,224
2502,1644,266
1676,1267,742
2705,1712,417
3802,1979,651
2769,1737,653
2706,1712,71
882,802,651
881,802,220
1993,108,440
2770,1737,249
2771,1737,702
2772,1737,740
1994,108,442
2292,1521,76
2807,1743,285
3439,271,64
1995,108,430
3721,1937,225
3746,1955,252
3747,1955,76
2773,1737,704
2774,1737,224
2775,1737,742
2776,1737,739
2777,1737,741
2778,1737,270
2409,1465,69
1976,108,629
2808,1743,64
1974,108,617
1981,108,625
2779,1738,653
2780,1738,701
2781,1738,432
2782,1738,729
3569,1921,1845
1481,396,19
2791,551,639
3621,419,108
1479,416,22
3389,476,68
3677,228,1064
3922,2020,66
2408,1466,69
2385,1597,78
2384,1597,236
2798,1741,70
2797,1741,257
2804,1742,65
2803,1742,338
2794,1740,70
2793,1740,279
2810,1744,63
1367,463,20
2407,1467,69
1980,108,618
2809,1744,368
2820,1746,63
2516,1649,73
1990,108,441
1989,108,438
2403,1468,232
3841,506,108
3842,506,1399
3861,1991,379
3862,1991,232
2530,1654,281
3863,1991,22
2767,1734,709
2768,1732,653
3871,1996,515
3872,1996,109
3596,436,166
2783,1738,742
3883,2003,515
1904,1382,376
2515,1649,266
2824,1747,729
2825,1747,642
2826,1747,432
2819,1746,772
2531,1654,239
2514,1477,69
2512,1482,49
3903,2011,66
3919,2019,411
3920,2019,20
3911,2015,398
2580,1668,394
2581,1668,742
2658,653,376
2659,653,280
2660,653,456
2827,778,228
2413,1438,69
2414,1436,69
2065,1436,281
2243,1542,301
2164,1487,312
2165,1487,22
2551,1661,249
2828,1499,76
2294,1540,76
2244,1540,253
2541,1658,301
2535,1656,239
2534,1656,281
2519,1652,301
2518,1652,249
2302,1549,76
2255,1549,289
2303,1550,289
3912,2015,20
3904,2011,278
2524,1651,242
2642,1692,73
3535,241,71
2275,1556,289
2829,1556,76
2612,1682,67
2611,1682,270
2617,1684,270
2830,915,257
2831,915,255
2832,915,22
2959,1771,742
2960,1771,249
2281,1559,289
2961,1771,1393
2962,1771,1338
2835,1749,389
2836,1749,73
3536,527,108
3537,527,1399
3570,524,1064
2841,1749,22
5065,2619,38
3622,1929,410
2919,1766,457
2871,1757,72
2894,1762,653
2895,1762,252
3703,608,1179
3650,410,1504
3859,1990,108
2896,1762,226
2897,1762,1393
2898,1762,1338
2837,913,257
2838,913,413
2839,913,255
3748,1956,250
3860,1990,1399
2853,1648,73
2855,1754,73
2854,1754,389
2857,1755,73
2856,1755,389
2920,1766,74
2940,1769,653
3873,1997,515
3874,1997,109
2763,1734,294
2764,1734,270
2765,1734,224
2766,1734,432
2935,1768,772
2917,1765,567
3538,446,1177
2662,1695,71
2661,1695,241
2918,1765,1179
3257,1824,166
2921,1767,653
2922,1767,252
2941,1769,252
2874,1759,653
2875,1759,252
2876,1759,245
2877,1759,432
2878,1759,1458
2879,1759,742
2880,1759,242
2881,1759,249
2882,1759,1394
2883,1759,224
2884,1759,593
2885,1759,739
2754,1735,226
2889,1760,73
2888,1760,389
2923,1767,801
2925,1767,1393
2926,1767,1338
190,108,84
2899,1762,742
2900,1762,242
2901,1762,249
2902,1762,224
2903,1762,739
2904,1730,381
2905,1730,21
1988,108,527
2943,1769,742
2755,1735,224
2756,1735,249
2757,1735,1394
2758,1735,432
3803,1980,742
3884,2004,515
2916,1764,21
2915,1764,381
2720,1721,361
2796,1741,365
2906,1763,653
2907,1763,252
2858,1756,653
2859,1756,252
2936,1768,66
2937,1768,380
1987,108,503
3083,1801,308
3084,1801,1328
3085,1801,249
2908,1763,388
2909,1763,1458
2910,1763,742
2911,1763,249
2912,1763,224
2913,1763,310
2860,1756,226
2944,1769,242
2861,1756,1393
2862,1756,432
2863,1756,419
2934,766,74
2852,1121,257
2847,1121,257
1324,1121,255
3086,1801,411
2938,1768,278
2939,1768,266
2927,1767,434
2928,1767,742
2870,1757,238
3843,1354,136
2929,1767,242
2930,1767,226
2864,1756,249
2865,1756,224
2866,1756,702
2868,1756,1458
2869,1756,742
2951,1770,1179
2950,1770,567
2952,767,74
3900,2010,348
3901,2010,66
3905,2012,467
3906,2012,20
3913,2016,398
3844,1354,119
3678,284,60
3914,2016,20
3539,528,108
3012,1786,653
2983,1778,434
2984,1778,742
2958,1771,434
2956,1771,226
2955,1771,252
2954,1771,1289
2953,1771,653
2945,1769,224
2946,1769,1338
2947,1769,1289
3845,430,1405
3651,1204,108
3046,1793,223
3045,1792,71
2975,1775,772
2976,1775,66
2948,1769,801
3598,521,1506
3002,601,20
3623,490,1178
3681,507,108
2990,1779,63
2989,1779,772
3008,1783,422
2967,1774,653
2968,1774,226
2969,1774,223
2970,1774,1393
2971,1774,1338
2972,1774,742
2973,1774,249
2974,1774,1289
3817,504,1399
3067,1799,653
2963,1772,772
2964,1772,66
3875,1998,515
3682,507,1399
3009,1783,484
3010,1783,68
3068,1799,252
3069,1799,226
3062,1797,223
2977,1776,457
2998,1780,226
2999,1780,1328
3003,1782,772
879,102,139
2965,1773,457
2966,1773,74
3000,1781,457
3001,1781,74
3020,1785,772
3021,1785,63
3023,1787,68
3022,1787,422
2978,1776,74
2982,1778,653
2991,1780,653
2992,1780,223
2993,1780,801
2994,1780,742
2995,1780,730
2996,1780,249
2997,1780,1289
3063,1797,740
3070,1799,742
3071,1799,224
1113,362,65
1112,362,23
3749,1957,279
3750,1957,70
3776,1968,742
3035,1790,63
3034,1790,772
3072,1799,801
3031,1788,249
3073,1799,249
3074,1799,250
3049,1795,653
3050,1795,223
3051,1795,252
3080,1801,742
3806,1981,651
3013,1786,226
3014,1786,434
3015,1786,742
3016,1786,801
3017,1786,224
3018,1786,1393
3019,1786,738
3052,1795,742
3053,1795,432
3054,1795,224
3805,1981,742
3061,1796,66
3060,1796,772
3090,1803,252
3091,1803,1289
3077,1801,653
3078,1801,226
3705,412,103
3885,2005,515
3033,1789,223
3079,1801,223
3102,1806,653
3076,1800,66
3075,1800,772
3055,1795,249
3056,1795,224
3571,503,108
3024,1788,653
3025,1788,742
3026,1788,1393
3027,1788,801
3028,1788,224
3029,1788,226
3030,1788,1328
3088,1802,66
3087,1802,772
3006,1782,354
3004,1782,63
3005,1782,368
2985,1778,1393
3081,1801,801
2979,1777,567
3044,1792,432
2986,1778,1338
3066,1798,432
3704,412,20
3103,1806,252
3104,1806,742
3099,1805,66
3098,1805,772
3100,1805,63
3105,1806,223
3106,1806,250
3089,1803,653
3082,1801,250
3143,1810,653
3144,1810,1289
3145,1810,1328
3146,1810,742
2638,1690,78
1498,729,1186
3213,1830,279
3214,1830,270
3476,1911,23
3215,1830,389
3572,1922,1845
3159,1812,653
3160,1812,801
3161,1812,252
3162,1812,742
3164,1812,249
3165,1812,1289
3121,1808,308
3166,1812,1328
3652,390,1177
3211,1830,275
3212,1830,236
3216,1830,312
3231,1839,1307
3818,1986,567
3122,1808,250
3819,1986,22
3706,1830,499
3201,1821,223
3107,1806,1289
3108,1806,1328
3385,304,67
3540,345,60
3233,1473,22
3234,1473,64
2018,676,690
3295,1850,168
3239,1841,432
3036,1791,653
3037,1791,1289
3038,1791,252
2987,1778,249
2988,1778,738
3876,1999,515
3109,1807,653
3110,1807,252
3111,1807,742
3112,1807,250
3113,1807,500
3114,1807,801
3115,1807,226
3196,1819,223
3116,1807,1328
3240,1841,71
3205,1823,223
3129,1809,653
3130,1809,252
3131,1809,1289
3132,1809,742
3133,1809,250
3197,1819,224
3135,1809,1328
3136,1809,411
3137,1809,308
3138,1809,250
3139,1809,801
3140,1809,223
3141,1809,249
3142,1809,226
3150,1811,653
3151,1811,250
3152,1811,226
3153,1811,252
3154,1811,223
3155,1811,742
3156,1811,1328
3157,1811,801
3158,1811,249
3707,1830,432
2081,249,1152
803,249,31
3147,1810,801
3148,1810,250
3149,1810,226
3599,440,108
3057,1795,801
3751,1958,250
3223,1836,1307
656,103,272
3198,1820,223
657,103,338
2637,1690,22
3177,1814,653
280,637,87
3658,282,103
2653,16,1368
2654,16,1369
3178,1814,223
3846,440,1405
3194,1817,224
3190,1816,223
3187,1815,224
3195,1818,223
3179,1814,252
3186,1815,567
3123,1808,801
3199,1820,224
3203,1822,223
3193,1817,223
3220,1833,1307
3117,1808,653
3118,1808,252
3119,1808,742
3388,1879,116
3222,1835,432
3120,1808,411
3125,1808,223
3126,1808,1328
3058,1795,226
3059,1795,411
3039,1791,742
3040,1791,224
3221,1834,1307
2711,1714,78
2725,1722,231
2724,1722,261
3227,784,22
3228,784,64
3041,1791,801
3232,1538,22
3229,784,69
3226,1669,73
3224,1838,432
3230,784,695
3241,1842,432
3242,1842,71
3042,1791,226
3243,1843,432
3244,1843,729
3245,1843,71
3282,1851,457
3283,1851,74
3361,1868,166
3820,502,108
3573,306,65
3653,279,697
3683,325,103
3284,1851,541
3285,1851,1844
3725,1940,250
3668,258,73
3864,1992,108
3302,1820,168
3338,1855,224
3865,1992,1405
3339,1855,66
3182,1814,323
3541,1917,1845
3542,1917,22
3363,1869,596
3308,1797,168
3278,1849,166
3279,1850,223
3306,1816,168
3364,1869,381
3261,1820,166
3262,1819,166
3355,1865,66
3356,1866,224
3357,1866,66
3346,1858,20
3344,1859,224
3303,1819,168
3286,1784,168
3247,1784,166
659,103,373
660,103,274
3345,1859,66
3312,1845,14
661,103,407
3287,1789,168
3310,753,20
3311,753,166
3752,1952,23
1699,1276,651
3263,1818,224
3296,1846,168
3253,1825,166
3297,1825,168
3299,1823,168
3183,1814,226
3669,258,66
3360,1868,223
3821,502,1399
3847,1987,236
3848,1987,22
3313,1845,18
3206,1823,224
3291,1794,168
3340,1856,224
3341,1856,21
3362,1869,275
3252,1794,166
3249,1789,166
3258,1823,166
3300,1822,168
3264,1818,166
3259,1822,166
3304,1818,168
3314,1845,22
3315,1845,38
3316,1845,62
3317,1845,65
3318,1845,67
3319,1845,70
3188,1815,223
3269,1815,166
3307,1815,168
3320,1845,89
3309,752,20
3321,1845,1375
3322,1845,181
3323,1845,211
3324,1845,1252
3325,1845,1261
3326,1845,1262
3327,1845,1376
3328,1845,697
3329,1845,642
3330,1845,102
3365,1869,362
3366,1869,21
3367,1870,275
3368,1870,21
3293,1847,168
3292,1848,168
3624,1356,697
3886,2006,515
3289,1793,166
3290,1793,168
3347,1858,223
3200,1817,772
3265,1817,166
3301,1821,168
3305,1817,168
3333,1854,1307
3348,1860,224
3349,1860,66
3342,1857,223
3343,1857,166
3350,1861,223
3351,1862,223
3352,1863,223
3353,1864,223
3354,1865,224
3358,1867,224
3359,1867,66
3246,1178,376
3371,1871,21
3275,1848,166
3268,1797,166
3266,1816,224
3260,1821,166
3267,1816,166
211,162,247
128,162,123
3370,1871,275
3372,1872,249
3373,1872,1504
3374,1873,249
3375,1873,1504
1508,1210,314
1509,1210,457
1510,1210,596
1511,1210,362
1512,1210,361
1513,1210,290
1514,1210,567
1868,170,531
1557,1224,730
1558,1224,742
1559,1224,739
1560,1224,651
1841,1212,166
1842,1213,166
246,95,505
247,95,135
1892,97,275
252,176,331
2262,1553,499
2263,1553,596
2264,1553,362
2265,1553,275
2266,1553,224
2267,1553,740
2268,1553,166
3396,1883,257
3397,1883,22
3430,1894,515
3424,1891,515
3380,1876,381
3421,1890,422
3422,1890,484
3483,400,18
3174,1813,742
3176,1813,1328
3127,1808,249
3425,1892,515
3167,1812,250
3168,1812,226
3381,1877,381
3382,1878,381
3416,1888,257
3417,1888,695
3418,1888,22
3488,606,18
2949,1769,226
3007,1769,601
2574,1668,376
2575,1668,541
2444,755,69
3169,1813,653
3393,1881,116
3466,1906,1845
3467,1906,226
2886,1759,1289
3400,1884,257
3401,1884,22
3386,1879,381
3403,792,1845
2784,1738,457
2785,1738,499
2786,1738,249
2787,1738,232
2788,1738,410
2789,1738,226
2790,1738,701
753,432,71
3461,1905,1845
3468,1906,229
3426,1892,697
3128,1808,226
3376,1874,381
3428,1893,515
3170,1813,252
3410,1675,1845
3180,1814,801
3181,1814,1328
3414,1887,223
3415,1887,1845
3171,1813,1289
3420,1889,422
1664,1206,411
1665,1206,500
3482,535,18
3477,1912,249
3478,1912,1504
2931,1767,223
2932,1767,460
2933,1767,224
3377,1874,21
3402,1885,257
3431,1895,1845
3383,304,65
3387,1879,21
3390,1880,381
3391,1880,116
3432,1895,312
3450,793,1845
3394,1882,257
3395,1882,695
2182,1498,249
2183,1498,69
3436,1896,422
3438,1897,422
3408,1886,257
3409,1886,695
3411,518,69
3454,1902,266
3455,1902,66
3456,1903,1845
3458,1904,1845
3384,304,14
3398,347,81
3462,348,19
3469,1907,1845
3406,408,71
3481,270,18
3473,1910,1845
3474,1910,22
3470,1908,1845
3392,1881,381
3172,1813,223
3173,1813,345
3399,478,20
2117,240,14
3480,400,14
2592,1673,67
3433,1895,22
3484,527,18
1426,651,742
3434,384,67
3485,1913,249
3486,1913,69
1466,437,69
3543,376,1178
3471,1909,1845
3472,1909,22
3419,1886,22
1460,1198,77
3574,333,69
3429,402,1177
3435,302,72
3437,386,60
3407,630,60
3405,493,72
3457,927,258
3459,1071,258
1422,651,730
3427,433,49
3684,292,103
3332,1853,1307
1863,1372,259
1864,1372,223
1865,1372,224
263,211,230
264,211,247
265,211,257
126,158,87
3254,1846,223
157,172,165
1895,172,226
1896,172,362
1870,1375,304
1871,1375,261
1872,1375,453
1873,1375,362
1874,1375,501
1876,1375,119
1877,1375,49
3544,729,642
3492,515,38
3493,515,109
3575,499,698
3500,1412,650
3501,1915,690
3502,1915,650
3503,647,650
3505,646,650
3504,645,650
3937,2030,264
3924,2021,238
1672,742,1180
2682,1368,101
2680,1368,1367
3494,1914,499
3495,1914,802
3496,1914,773
3498,1914,743
3929,2023,238
662,103,299
663,103,380
664,103,300
3877,1914,1710
3878,1914,1324
2681,1368,1369
584,224,166
665,103,409
3506,650,650
3507,650,1411
3508,650,1915
3612,1308,1147
3613,1308,773
3490,1179,567
3491,1179,459
3654,312,695
666,103,273
667,103,369
3726,1941,223
3727,1941,250
668,103,368
669,103,268
2624,1687,78
2625,1687,22
3779,1687,66
2559,622,19
1971,108,819
1970,108,616
1986,108,507
1985,108,504
1984,108,528
1983,108,506
1979,108,428
1978,108,514
1977,108,502
651,103,325
653,103,287
654,103,288
2811,103,412
2812,103,598
2813,103,568
2814,103,412
2815,103,598
2816,103,568
658,103,290
3043,1791,249
3489,503,18
3625,1930,258
3626,1930,60
3636,442,49
3637,442,108
3849,442,1405
2753,1735,653
2762,1734,279
3930,2023,72
3931,678,224
3932,678,166
3255,1846,224
3902,932,66
3499,564,690
3256,1846,166
3939,2032,230
3294,1849,168
3915,2017,411
3916,2017,20
536,74,619
292,67,120
302,67,575
308,67,324
1785,166,704
3897,166,596
401,61,459
402,61,540
3952,2043,230
3935,2027,264
3950,2042,230
3940,2029,230
3941,2034,264
3942,2035,264
3936,2028,230
3938,2031,230
403,61,550
3948,2040,264
3949,2041,264
3954,2044,264
3945,2038,264
309,67,566
3946,2039,230
3947,2039,72
3955,2045,264
3956,2046,264
3957,2047,264
3958,2048,242
3959,2048,73
3960,2049,242
3961,2049,73
2666,1697,71
2665,1697,245
3962,2050,242
3963,2050,73
3964,2051,242
3965,2051,73
3966,2052,242
3967,2052,73
4041,2099,544
4023,2084,23
3970,2054,245
3971,2054,505
3972,2054,71
2283,1560,226
4040,2098,544
3975,2056,242
3976,2056,73
3977,2057,245
3978,2057,71
3979,2057,505
3973,2055,245
3974,2055,71
3980,2058,242
3981,2058,73
4042,1747,71
4043,1747,643
3968,2053,242
3987,2062,242
3988,2062,73
3969,2053,73
4039,2097,258
3695,230,69
3696,230,31
3991,2064,229
3992,2064,19
4049,2100,258
3995,2066,229
3996,2066,19
2578,1668,280
2579,1668,599
2573,1668,579
4070,2114,403
4051,2102,258
4050,2101,258
4053,2104,395
1721,1291,1207
4054,2105,395
4052,2103,395
4071,2114,20
4055,2106,395
4012,2076,260
4056,2107,400
4057,2107,14
4059,2109,400
4072,2115,403
4073,2115,20
4014,1146,71
3997,2068,260
2363,250,1206
4016,250,1208
4017,2078,316
3999,2069,260
1525,94,325
4018,2079,316
4000,2069,232
4002,2070,260
4004,2071,260
4020,2081,316
3993,2065,260
4015,2077,316
4021,2082,316
4022,2083,316
1940,660,772
1941,660,244
4025,334,70
4006,2072,260
4010,2075,260
3982,2059,232
3983,2059,260
3984,2060,260
3989,2063,260
3990,2063,232
3217,1832,232
2550,1650,1291
3934,2026,264
4026,827,264
1687,1273,730
1688,1273,739
1689,1273,651
3800,1978,651
3795,1976,742
3804,1980,651
1698,1276,741
3951,2042,72
3953,2043,72
4027,2085,704
4028,2085,166
4029,2086,246
4063,2111,403
4032,2089,246
4030,2087,246
4031,2088,246
4033,2091,246
4034,2092,704
4035,2092,166
4036,2093,240
4064,2111,20
4038,2096,240
4067,2113,403
4068,2113,20
4089,2122,20
4074,2116,403
4075,2116,20
4076,2117,403
4060,2110,403
4061,2110,478
4062,2110,20
4096,2126,403
4097,2126,20
4077,2117,20
4078,2118,403
4079,2118,20
4090,2123,403
4080,2119,403
4081,2119,20
4086,2121,403
4087,2121,20
4082,2120,499
4083,2120,432
4084,2120,690
4085,2120,643
4088,2122,403
4091,2123,20
4092,2124,403
4093,2124,20
4094,2125,403
4095,2125,20
4098,2127,231
4065,2112,403
4066,2112,20
4069,2113,2110
4099,2129,231
4103,2130,231
4104,2132,231
4100,2128,432
4101,2128,1396
4102,2128,643
4105,2133,534
537,74,463
4106,2134,534
4107,2135,432
4108,2135,1396
4109,2135,643
4110,897,540
4111,2137,540
4112,2137,61
538,74,580
539,74,576
4116,1792,643
4117,1702,643
4113,2138,540
4115,2138,897
4118,1798,643
4114,1843,643
4119,1843,642
4120,1841,642
4121,2139,414
4122,662,432
4123,662,738
4124,2140,414
4125,2141,432
4126,2141,738
4127,2141,643
4128,2142,414
4129,642,738
4130,2143,314
4131,2143,78
4132,2144,544
4135,2146,314
4136,2146,78
4139,2148,314
4140,2148,78
4137,2147,314
4138,2147,78
549,71,510
550,71,505
3898,166,290
3899,166,592
3894,166,456
3893,166,567
3896,166,275
2192,1504,410
2193,1504,486
2194,1504,474
452,22,483
453,22,236
414,63,243
415,63,228
416,63,225
417,63,341
418,63,360
419,63,354
420,63,368
421,63,122
422,63,134
432,70,119
433,70,134
434,70,135
1436,1183,730
454,22,119
316,69,232
317,69,239
318,69,281
4145,2151,445
4146,2151,71
1412,1177,292
1413,1177,294
1414,1177,367
1415,1177,390
1416,1177,450
1417,1177,446
1418,1177,1175
1419,1177,120
1420,1177,122
3597,445,71
4143,2150,445
4144,2150,71
529,73,461
530,73,120
531,73,134
525,73,389
526,73,511
319,69,301
320,69,418
2237,1538,232
2238,1538,69
299,67,322
300,67,377
301,67,294
310,67,444
311,67,623
312,67,372
313,67,402
314,67,295
307,67,551
296,67,240
297,67,246
458,64,265
459,64,232
460,64,240
461,64,277
462,64,292
463,64,424
464,64,343
465,64,285
466,64,271
467,64,122
468,64,120
4147,1152,190
560,77,325
561,77,123
562,77,122
1438,1184,730
3237,1474,22
3238,1474,64
3985,2061,260
3986,2061,232
439,78,523
440,78,413
441,78,120
2135,78,603
4133,2145,314
4134,2145,78
4148,2153,453
4149,2153,65
4150,2154,453
4151,2154,65
4152,2155,453
4153,2155,65
4154,2156,453
4155,2156,65
4156,2157,305
4157,2158,305
4158,2159,305
4159,2160,305
4160,2161,412
4161,2161,20
4162,2162,412
4163,2162,20
4164,2163,412
4165,2163,20
4166,2164,412
4167,2165,268
4168,2166,23
4169,2166,486
2737,1728,653
4170,2167,486
2738,1728,700
2742,1728,742
2743,1728,457
2744,1728,365
2745,1728,729
2746,1728,432
2678,1367,1368
3925,2021,66
4171,2168,49
4172,2168,52
3926,2021,72
4173,2169,356
4174,2169,62
4175,2170,356
4176,2171,356
4239,2214,166
4177,2172,356
4178,2173,267
4179,2174,267
4312,1119,348
4181,2176,267
4234,2210,278
4182,1829,2175
4255,2222,326
4256,2222,307
4288,2244,1857
3011,1784,223
4180,2175,71
4183,2177,486
4184,2178,304
4185,2179,304
4306,908,348
4307,908,369
4188,2182,304
4186,2180,304
4187,2181,304
4309,908,66
4289,2244,166
4191,2184,345
4290,2245,308
4189,2183,345
4190,2183,308
4192,2185,345
4193,2185,226
4291,2245,1887
3280,1850,224
4194,2186,345
4246,1848,223
4195,2187,345
4197,2187,1651
4198,1638,1651
4247,1848,224
4199,2188,364
4200,1692,1651
4201,1692,1042
4196,1655,1651
4202,2189,347
4203,2189,81
3587,453,39
4044,807,499
4045,807,432
4204,2190,347
4046,807,690
4206,2191,347
4047,807,643
4208,2193,1042
4209,2194,347
4207,2192,347
4048,807,71
1387,1169,74
4212,2196,1042
4210,2195,347
4211,2195,81
4213,2197,347
4214,2197,81
4267,2233,310
4215,2198,347
4216,2198,81
4217,2199,347
4218,2199,81
4219,2200,1042
4220,2201,347
4221,2201,81
4249,2215,313
4223,2203,482
4224,2204,482
4225,2205,1042
4226,2205,73
4222,2202,1042
4227,2206,482
4228,2206,20
4229,2207,1042
4230,2207,73
4250,2217,313
4231,2208,1041
4232,2208,67
4293,2246,598
4236,2213,224
4237,2213,166
4238,2214,224
4248,2216,313
4251,2218,313
4252,2219,307
4253,2220,307
4254,2221,307
3665,1448,499
3892,2009,109
4257,2223,307
4258,2224,307
4259,2225,431
4260,2226,431
4261,2227,431
4262,2228,431
4263,2229,431
4264,2230,431
4266,2232,431
4265,2231,431
4268,2234,310
4269,2235,310
4270,2236,310
4271,2237,310
4272,2237,1699
4233,2209,278
4278,2237,19
4303,2250,278
4024,2033,23
4281,2240,245
4282,2240,71
4283,2240,1699
4276,2239,310
4277,2239,19
4273,1699,310
4274,2238,245
4275,2238,310
4279,2238,71
4280,2238,19
4284,2241,308
4292,902,20
4285,2242,308
4296,902,2246
4286,2243,308
4287,2244,308
4297,2247,405
4298,2247,20
4299,2248,405
4300,2248,20
4301,2249,405
4302,2249,20
4304,910,348
4305,2251,278
4313,2254,602
4294,2246,596
4295,2246,405
3664,1448,457
4311,2252,309
3464,348,1064
4315,2256,602
4316,2257,602
4317,2257,20
4393,2297,354
4319,2258,20
4318,2258,223
4394,2297,63
4321,2260,309
4322,2261,602
4314,2255,602
4395,924,63
4324,2253,309
4323,2262,309
4320,2259,602
4325,2263,284
4326,2264,284
4327,2265,284
4328,2266,284
4330,2268,403
4331,2268,20
4332,2269,403
4333,2269,20
4334,2270,460
4335,2270,223
4336,2270,20
