id,url,max_width,type,html,title,author_name,provider_name,thumbnail_url,width,height,last_updated,urls
1,https://vimeo.com/72477323,,video,,"Interview: \&quot;Shroud\&quot; by Jodie Carey at the Anatomical Theater in Berlin","Berlin Art Link",Vimeo,https://i.vimeocdn.com/video/446425709_640.jpg,640,360,"2016-07-06 12:00:17.633135+02","https://vimeo.com/72477323 https://player.vimeo.com/video/72477323 https://i.vimeocdn.com/video/446425709_640.jpg https://vimeo.com/72477323 https://player.vimeo.com/video/72477323 https://i.vimeocdn.com/video/446425709_640.jpg"
2,https://vimeo.com/173746465,,video,,"KOSMOS Summer University 2013 »Modern Walking. Innovative Urban Mobility«","Bild Wissen Gestaltung",Vimeo,https://i.vimeocdn.com/video/580239436_640.jpg,640,360,"2016-07-07 13:46:41.070995+02","https://vimeo.com/173746465 https://player.vimeo.com/video/173746465 https://i.vimeocdn.com/video/580239436_640.jpg https://vimeo.com/173746465 https://player.vimeo.com/video/173746465 https://i.vimeocdn.com/video/580239436_640.jpg"
3,https://www.youtube.com/watch?v=_UBda3Ocys0,,video,,"Verwandlungsgeschichten: Von Wölfen und Schweinen","Tieranatomisches Theater",YouTube,https://i.ytimg.com/vi/_UBda3Ocys0/hqdefault.jpg,480,270,"2016-07-14 11:25:46.251868+02","https://www.youtube.com/watch?v=_UBda3Ocys0 https://www.youtube.com/embed/_UBda3Ocys0?feature=oembed https://i.ytimg.com/vi/_UBda3Ocys0/hqdefault.jpg https://www.youtube.com/watch?v=_UBda3Ocys0 https://www.youtube.com/embed/_UBda3Ocys0?feature=oembed https://i.ytimg.com/vi/_UBda3Ocys0/hqdefault.jpg"
4,https://www.youtube.com/watch?v=U2IlP5Lt6Mg,,video,,"Zur Dekonstruktion der Mensch/Tier-Grenze.","Tieranatomisches Theater",YouTube,https://i.ytimg.com/vi/U2IlP5Lt6Mg/hqdefault.jpg,480,270,"2016-07-14 11:43:22.822816+02","https://www.youtube.com/watch?v=U2IlP5Lt6Mg https://www.youtube.com/embed/U2IlP5Lt6Mg?feature=oembed https://i.ytimg.com/vi/U2IlP5Lt6Mg/hqdefault.jpg https://www.youtube.com/watch?v=U2IlP5Lt6Mg https://www.youtube.com/embed/U2IlP5Lt6Mg?feature=oembed https://i.ytimg.com/vi/U2IlP5Lt6Mg/hqdefault.jpg"
5,https://www.youtube.com/watch?v=ytbiqJL_UT0,,video,,"Ambivalente Verhältnisse: Soziologische Perspektiven auf die Mensch-Tier-Beziehung","Tieranatomisches Theater",YouTube,https://i.ytimg.com/vi/ytbiqJL_UT0/hqdefault.jpg,480,270,"2016-07-14 12:08:29.284245+02","https://www.youtube.com/watch?v=ytbiqJL_UT0 https://www.youtube.com/embed/ytbiqJL_UT0?feature=oembed https://i.ytimg.com/vi/ytbiqJL_UT0/hqdefault.jpg https://www.youtube.com/watch?v=ytbiqJL_UT0 https://www.youtube.com/embed/ytbiqJL_UT0?feature=oembed https://i.ytimg.com/vi/ytbiqJL_UT0/hqdefault.jpg"
6,https://www.youtube.com/watch?v=A7Ok3R3paR0,,video,,"„Lebende Bilder“ und „täglich wilde Szenen“.","Tieranatomisches Theater",YouTube,https://i.ytimg.com/vi/A7Ok3R3paR0/hqdefault.jpg,480,270,"2016-07-14 12:10:28.92804+02","https://www.youtube.com/watch?v=A7Ok3R3paR0 https://www.youtube.com/embed/A7Ok3R3paR0?feature=oembed https://i.ytimg.com/vi/A7Ok3R3paR0/hqdefault.jpg https://www.youtube.com/watch?v=A7Ok3R3paR0 https://www.youtube.com/embed/A7Ok3R3paR0?feature=oembed https://i.ytimg.com/vi/A7Ok3R3paR0/hqdefault.jpg"
7,https://www.youtube.com/watch?v=Y5UFEkrpFIo,,video,,"Die Zusammenführung menschlicher und tierlicher Umwelten.","Tieranatomisches Theater",YouTube,https://i.ytimg.com/vi/Y5UFEkrpFIo/hqdefault.jpg,480,270,"2016-07-14 15:22:03.716141+02","https://www.youtube.com/watch?v=Y5UFEkrpFIo https://www.youtube.com/embed/Y5UFEkrpFIo?feature=oembed https://i.ytimg.com/vi/Y5UFEkrpFIo/hqdefault.jpg https://www.youtube.com/watch?v=Y5UFEkrpFIo https://www.youtube.com/embed/Y5UFEkrpFIo?feature=oembed https://i.ytimg.com/vi/Y5UFEkrpFIo/hqdefault.jpg"
