id,category_id,page_id,primarylabel
1891,3,1588,f
1892,3,1589,f
1771,71,389,f
1690,3,1453,f
1386,25,142,f
1818,4,1543,f
1903,57,564,f
542,44,294,t
1777,3,1499,f
2287,3,1747,f
603,45,355,t
668,44,420,t
1900,131,249,f
1673,3,1444,f
1819,3,1543,f
1757,71,457,f
1790,9,1506,t
602,45,354,t
846,45,598,t
540,45,292,t
827,45,579,t
1791,10,1506,f
1904,53,1328,f
1671,3,1442,f
1678,62,1448,t
1908,53,801,f
1909,53,1289,f
1677,3,1447,f
731,44,483,t
2984,4,2048,f
1776,4,1499,f
3052,3,2077,f
3073,3,2043,f
2203,3,1706,f
1488,109,475,t
1894,45,423,f
1919,86,499,f
1674,90,1445,f
778,42,530,f
1973,4,1597,f
1974,3,1597,f
1927,148,703,f
1998,3,1609,f
1021,133,270,f
2843,92,1982,f
1461,44,376,t
1801,3,1521,f
1598,63,1415,f
1711,3,1468,f
1961,3,1591,f
2008,3,1614,f
1710,4,1468,f
2010,3,1615,f
1800,4,1521,f
614,45,366,t
1143,10,1152,f
1997,142,1324,f
1142,9,1152,t
771,44,523,t
1987,149,525,f
598,44,350,t
633,44,385,t
1922,152,742,f
642,45,394,t
2945,4,2027,f
1990,139,773,f
1492,112,496,t
2946,3,2027,f
1943,42,309,f
838,47,590,t
616,45,368,t
1999,151,1327,f
2876,142,773,f
10,90,5,f
2966,4,2039,f
931,60,662,f
1988,149,1063,f
1002,102,421,f
1465,103,421,f
2985,3,2048,f
1950,42,375,f
1996,151,693,f
2998,4,2052,f
2999,3,2052,f
1953,44,359,f
1984,3,1604,f
1748,3,1489,f
1643,87,224,f
1962,3,1592,f
1914,154,738,f
1938,113,392,f
847,44,599,t
3100,4,2121,f
2253,4,1733,f
3101,3,2121,f
3026,4,2066,f
1963,3,1593,f
3027,3,2066,f
1959,43,491,t
1011,99,701,t
2016,3,1618,f
1912,53,701,f
657,45,409,t
1867,50,325,f
1688,62,1452,t
801,49,553,f
1958,44,285,f
1916,86,249,f
858,45,610,t
541,50,293,t
2011,4,1616,f
2012,3,1616,f
3062,4,2082,f
3063,3,2082,f
1991,3,1606,f
1992,3,1607,f
1983,3,1603,f
1980,3,1601,f
3069,3,1565,f
790,43,542,f
843,49,595,f
535,45,287,f
1985,3,1605,f
704,49,456,t
3090,4,2115,f
2014,3,1617,f
1689,63,1452,f
1913,57,1147,f
2202,4,1706,f
995,49,268,t
1712,4,1469,f
1978,3,1600,f
3051,4,2077,f
2810,3,1274,f
3106,4,2124,f
551,50,303,t
638,50,390,t
1970,46,390,f
1714,4,1470,f
1709,3,1467,f
3091,3,2115,f
1720,4,1473,f
1942,47,1313,t
521,45,273,t
1921,151,1325,f
2230,4,1719,f
2231,3,1719,f
1975,3,1598,f
2267,4,1745,f
2268,3,1745,f
1979,50,409,t
2003,3,1611,f
619,50,371,t
1993,153,1323,f
3107,3,2124,f
615,45,367,t
531,73,283,t
977,102,595,t
3092,4,2116,f
578,42,330,f
1341,99,1326,f
617,45,369,t
1918,151,741,f
2279,47,517,t
759,45,511,t
659,42,411,t
1466,103,553,f
1597,62,1415,t
1951,47,1201,f
2000,151,1326,f
628,45,380,t
1936,24,709,f
2023,4,1623,f
1786,11,1504,f
1787,12,1504,t
1164,13,1177,t
3001,3,2053,f
2811,4,1276,f
1788,4,1505,f
2029,4,1625,f
2030,3,1625,f
2018,3,1619,f
2033,4,1628,f
2034,3,1628,f
2075,4,1653,f
939,89,667,t
2076,3,1653,f
2131,4,1673,f
2132,3,1673,f
2844,4,1885,f
3080,4,2110,f
2040,4,1633,f
2041,3,1633,f
3081,3,2110,f
533,50,285,t
787,49,539,t
2127,4,1671,f
2043,4,1635,f
2077,4,1651,f
2057,4,1644,f
2058,3,1644,f
2078,3,1651,f
2052,4,1639,f
2079,4,1654,f
2129,4,1672,f
2130,3,1672,f
2104,46,382,f
2085,50,521,f
2204,4,1707,f
2205,3,1707,f
2039,3,1632,f
2080,3,1654,f
2053,3,1639,f
2065,4,1647,f
2232,99,1720,t
2066,3,1647,f
2067,4,1648,f
2107,149,456,t
545,50,297,t
1831,4,1551,f
3031,4,126,f
2042,3,1634,f
2045,3,1636,f
2037,3,1630,f
2038,3,1631,f
2028,3,1624,f
2031,3,1626,f
2032,3,1627,f
2019,3,1620,f
2022,3,1622,f
2812,3,1276,f
3074,3,2039,f
2046,4,1637,f
2047,3,1637,f
2899,4,932,f
2900,3,932,f
2073,4,1652,f
1804,3,1534,f
2123,4,1669,f
2102,4,1664,f
534,44,286,t
2050,4,1638,f
2051,3,1638,f
1005,49,283,f
2074,3,1652,f
569,42,321,t
2917,4,2019,f
2068,3,1648,f
2918,3,2019,f
2013,4,1617,f
2017,4,1619,f
2086,4,1656,f
2087,3,1656,f
2088,4,1657,f
2089,3,1657,f
2069,4,1649,f
2070,3,1649,f
2044,3,1635,f
2100,4,1663,f
2101,3,1663,f
2877,4,2000,f
3000,4,2053,f
2878,3,2000,f
2090,4,1658,f
2091,3,1658,f
544,42,296,t
3032,3,126,f
839,47,591,t
2094,4,1660,f
2095,3,1660,f
2098,4,1662,f
2099,3,1662,f
2096,4,1661,f
2097,3,1661,f
2026,3,755,f
2092,4,1659,f
2093,3,1659,f
1833,3,1552,f
1839,3,1555,f
888,59,638,f
1391,4,1185,f
769,44,521,t
781,50,533,t
2968,4,2040,f
446,4,210,f
2969,3,2040,f
330,3,183,f
608,50,360,t
2083,4,1655,f
2111,98,588,f
914,24,653,f
589,45,341,t
1939,46,280,f
554,42,306,t
2128,3,1671,f
576,47,328,t
1949,46,323,t
3070,3,798,f
3053,4,2078,f
3054,3,2078,f
567,50,319,f
2233,57,1720,t
2056,3,1643,f
570,46,322,t
3064,4,2083,f
2957,37,2033,t
1359,45,319,f
584,50,336,t
2025,4,755,f
2124,3,1669,f
2084,3,1655,f
2426,62,1836,t
2427,3,1836,f
2433,4,784,f
2901,4,2011,f
738,42,490,f
2147,4,1681,f
2148,3,1681,f
2397,3,1825,f
2396,3,1824,f
1687,3,1452,f
2159,4,1687,f
2160,3,1687,f
2161,4,1688,f
2162,3,1688,f
2971,3,2041,f
2165,4,1690,f
2144,3,1679,f
2902,3,2011,f
2338,3,1776,f
2337,4,1776,f
524,49,276,t
2167,138,276,f
2415,4,1832,f
2416,3,1832,f
2155,4,1685,f
2166,3,1690,f
2425,3,723,f
2343,4,1781,f
2137,4,1676,f
2138,3,1676,f
2434,3,784,f
2344,3,1781,f
2117,50,1665,t
2170,47,1665,f
2408,22,1830,t
2429,62,1837,t
2430,3,1837,f
2435,62,1839,t
2394,3,1822,f
2436,63,1839,f
2393,3,1821,f
2437,3,1839,f
1645,54,224,f
2406,42,1828,t
2934,57,2024,f
1441,3,1373,f
2172,3,1692,f
2410,22,1831,t
2347,4,1783,f
2348,3,1783,f
886,4,637,f
2141,4,1678,f
2142,3,1678,f
2251,4,1729,f
2252,3,1729,f
2145,4,1680,f
2146,3,1680,f
2149,4,1682,f
2150,3,1682,f
2153,4,1684,f
2154,3,1684,f
2157,4,1686,f
2158,3,1686,f
2163,4,1689,f
2164,3,1689,f
2895,149,567,t
2071,151,862,f
1920,143,499,f
2365,3,1797,f
2391,3,1819,f
2986,4,2049,f
2987,3,2049,f
2206,4,1708,f
2207,3,1708,f
2234,4,1721,f
2235,3,1721,f
2269,4,1746,f
2270,3,1746,f
2327,4,1770,f
2328,3,1770,f
2419,3,1834,f
2423,3,1835,f
2375,149,704,t
887,3,637,f
2420,62,1834,f
2421,63,1834,t
2353,4,1787,f
2354,3,1787,f
2356,4,1790,f
2357,3,1790,f
2845,12,541,f
2250,147,729,f
2319,4,1765,f
2320,3,1765,f
2175,4,1694,f
2367,4,1800,f
2368,3,1800,f
2369,4,1802,f
2370,3,1802,f
2358,4,1792,f
2176,3,1694,f
654,50,406,t
2168,4,1691,f
2169,3,1691,f
2359,3,1792,f
2398,42,445,f
1416,4,655,f
2171,4,1692,f
2156,3,1685,f
1718,4,1472,f
2879,4,2001,f
2880,3,2001,f
2390,3,1818,f
2364,4,1797,f
2385,4,1816,f
2407,42,1829,t
2417,3,1833,f
2418,63,1833,f
2422,62,1833,f
2386,3,1816,f
2383,4,1815,f
2384,3,1815,f
2387,4,1817,f
2339,4,1777,f
2814,3,1273,f
2151,4,1683,f
2152,3,1683,f
2143,4,1679,f
2173,4,1693,f
2388,3,1817,f
737,42,489,t
2399,42,406,t
2411,26,1831,f
2139,4,1677,f
2140,3,1677,f
2424,3,722,f
2432,3,1838,f
1719,3,1472,f
2340,3,1777,f
2379,46,1202,f
2970,4,2041,f
2558,45,482,t
1705,3,1465,f
1276,15,1183,f
3028,24,2067,f
2442,4,1842,f
2443,3,1842,f
2493,3,1860,f
2488,3,1857,f
2444,4,1843,f
2440,4,1841,f
2572,4,1886,f
2561,3,1885,f
2573,11,1886,f
3082,4,2111,f
2972,4,2042,f
2506,4,1868,f
2507,3,1868,f
2494,3,1861,f
2495,3,1862,f
2361,3,1794,f
2518,4,1874,f
2496,3,1863,f
2519,3,1874,f
2554,4,1883,f
2461,3,1850,f
2464,22,1852,t
2465,26,1852,f
2555,3,1883,f
2497,3,1864,f
3083,3,2111,f
2530,46,535,f
2988,4,745,f
2486,4,1856,f
2498,4,1865,f
2467,3,752,f
2499,3,1865,f
2500,4,1866,f
2487,3,1856,f
2508,4,1869,f
2509,3,1869,f
2510,4,1870,f
2511,3,1870,f
2542,47,1195,t
2501,3,1866,f
2491,3,1858,f
2502,4,1867,f
2503,3,1867,f
2504,14,1178,f
2524,4,1876,f
2525,3,1876,f
2989,3,745,f
2462,22,1851,t
2463,26,1851,f
2350,3,1784,f
610,45,362,t
2520,47,370,f
1437,115,381,f
2459,3,1848,f
2460,3,1849,f
2450,48,440,f
2216,4,1713,f
2217,3,1713,f
2478,62,1854,t
2479,63,1854,f
2480,3,1854,f
2570,47,630,t
2881,4,2002,f
2882,3,2002,f
2543,4,1881,f
2544,3,1881,f
2481,45,534,f
2532,47,344,t
2484,4,1855,f
2485,3,1855,f
2545,7,1881,f
2546,8,1881,f
2534,4,1879,f
2395,3,1823,f
2535,8,1879,f
2453,3,1846,f
2536,3,1879,f
2489,4,1859,f
2490,3,1859,f
2492,4,1860,f
2538,4,1880,f
3002,4,2054,f
2468,3,753,f
2539,7,1880,f
2540,3,1880,f
2512,4,1871,f
2513,3,1871,f
2541,8,1880,f
543,50,295,t
2533,47,295,t
2514,4,1872,f
2515,3,1872,f
2516,4,1873,f
2517,3,1873,f
1607,3,804,f
392,4,84,f
1569,62,858,t
1570,4,858,f
1571,3,858,f
315,4,176,f
2846,4,1983,f
2903,4,2012,f
2904,3,2012,f
2847,3,1983,f
2550,4,1882,f
2551,11,1882,f
2552,3,1882,f
2527,47,424,t
2553,11,1882,f
1029,134,499,f
2472,3,754,f
2392,3,1820,f
2951,4,2030,f
2952,3,2030,f
643,42,395,f
3003,3,2054,f
2458,3,1847,f
2559,4,1884,f
2560,3,1884,f
648,42,400,f
651,42,403,t
2564,47,455,t
2565,3,780,f
2562,3,792,f
2567,3,782,f
3055,4,2079,f
3056,3,2079,f
2441,3,1841,f
1541,62,1412,f
3065,3,2083,f
2651,3,1906,f
2816,3,1272,f
2475,62,1853,t
1540,63,1411,t
1542,63,1412,t
2547,47,404,f
588,50,340,t
2476,63,1853,f
2477,3,1853,f
2528,47,444,t
2650,3,1905,f
2254,3,1733,f
714,42,466,t
2818,3,1270,f
2578,47,352,t
2652,3,1907,f
1378,59,690,f
2601,4,1892,f
2602,3,1892,f
1446,4,1375,f
1447,3,1375,f
2135,4,1675,f
2136,3,1675,f
2848,4,1984,f
2849,3,1984,f
2582,4,1887,f
2583,3,1887,f
2590,4,1889,f
2591,3,1889,f
854,47,606,t
2574,3,1886,f
2595,43,1203,t
2593,4,1890,f
2594,3,1890,f
2575,12,1886,f
2608,4,1894,f
2653,3,1908,f
583,50,335,t
2585,4,1888,f
2609,3,1894,f
2605,4,1893,f
2606,3,1893,f
2586,3,1888,f
2883,4,2003,f
2884,3,2003,f
2587,11,1888,f
2604,44,549,t
2588,12,1888,f
1560,3,691,f
2626,47,508,t
650,50,402,t
2618,3,791,f
2619,3,1896,f
2660,4,1912,f
2661,3,1912,f
2623,3,1897,f
2624,47,387,t
2597,4,1891,f
2656,4,1910,f
2657,3,1910,f
2598,3,1891,f
2665,63,1914,t
2667,62,1914,f
181,35,135,f
182,29,135,f
183,30,135,f
2919,4,822,f
845,43,597,t
2634,3,793,f
2920,3,822,f
2936,54,1338,f
2671,81,604,f
2636,4,1902,f
2637,3,1902,f
2638,3,1903,f
1476,106,268,t
2645,3,1904,f
42,13,31,t
43,14,31,f
1091,57,802,t
2990,4,746,f
2991,3,746,f
2600,47,526,t
599,50,351,t
2639,47,351,t
563,50,315,t
2663,4,1913,f
2664,3,1913,f
2431,63,1837,f
313,4,175,f
1621,62,891,f
1622,4,891,f
1623,3,891,f
1614,3,890,f
1615,62,890,f
1616,4,890,f
1611,4,888,f
1612,3,888,f
1613,62,888,t
1590,4,887,f
1591,62,887,f
1592,3,887,f
1587,4,886,f
1588,62,886,f
1589,3,886,f
3004,4,2055,f
1584,4,875,f
1585,62,875,f
1586,3,875,f
1581,62,861,f
1582,4,861,f
1583,3,861,f
1539,62,1411,f
2668,62,1915,f
2669,63,1915,t
897,63,644,t
766,50,518,t
903,63,647,t
1566,62,1413,t
1567,63,1413,f
634,50,386,t
3005,3,2055,f
3018,4,2062,f
2614,47,1198,t
3019,3,2062,f
811,47,563,t
2672,50,1174,f
1960,44,536,f
784,50,536,t
783,50,535,t
1986,149,892,f
2610,4,1895,f
652,50,404,t
2615,46,383,t
2617,47,384,t
855,50,607,t
2613,45,437,t
2654,4,1909,f
2655,3,1909,f
2607,46,402,t
2670,40,237,t
2620,45,386,t
501,40,253,t
2596,47,1314,t
2622,47,435,t
909,63,650,f
601,50,353,t
2563,45,353,t
639,50,391,t
2648,47,391,t
2640,47,462,t
2523,45,356,t
2646,47,378,t
631,50,383,t
2589,47,452,t
2611,3,1895,f
2662,50,634,t
2649,47,594,t
597,50,349,t
2576,47,349,t
2647,3,1071,f
2643,47,543,t
2122,45,407,t
800,49,552,t
2603,45,433,t
681,50,433,t
2577,43,518,t
2380,47,335,f
2580,47,361,t
735,50,487,t
2548,47,346,t
491,40,243,t
2405,42,729,f
2105,50,281,t
529,44,281,f
587,50,339,t
2452,48,442,t
2676,4,1918,f
2677,3,1918,f
2537,47,619,f
2113,99,588,f
2642,47,607,t
2571,47,1197,t
590,50,342,t
2531,45,342,t
2698,99,1062,t
605,50,357,t
2482,44,357,f
2679,3,1919,f
2704,4,1929,f
2706,4,1930,f
656,42,408,t
1022,44,270,f
2680,3,1920,f
2674,4,1917,f
577,50,329,t
2282,47,329,t
2682,3,1921,f
2675,3,1917,f
662,42,414,t
644,50,396,t
822,47,574,t
2695,4,1927,f
581,45,333,t
1910,54,1394,t
682,50,434,t
2400,42,434,t
585,50,337,t
2382,47,337,t
550,50,302,t
1947,45,302,t
640,49,392,t
2686,46,392,f
2696,3,1927,f
665,42,417,t
1059,39,457,t
2688,3,1923,f
2683,3,1922,f
2689,3,1924,f
2526,45,289,t
2714,4,809,f
2690,4,1925,f
2691,3,1925,f
487,40,239,t
1989,147,694,t
741,50,493,f
2568,45,493,f
1948,45,320,t
2707,5,1930,f
2713,4,1932,f
2722,4,1933,f
2483,47,340,t
2723,3,1933,f
2702,4,1928,f
1901,99,700,t
1911,53,700,t
2703,113,419,f
2447,48,429,t
700,50,452,t
2724,11,1933,f
2728,4,1934,f
2729,3,1934,f
806,47,558,t
715,42,467,t
842,50,594,t
2725,12,1933,f
2211,57,1710,t
273,4,34,f
1679,63,1448,t
2850,4,1985,f
2451,48,441,f
2569,47,1196,t
2692,149,436,f
743,45,495,t
2715,3,809,f
692,50,444,t
2716,4,810,f
2717,3,810,f
832,50,584,t
2719,3,811,f
2720,3,812,f
2721,3,813,f
2446,48,1204,f
844,45,596,t
2727,50,282,f
671,50,423,t
825,42,577,t
2851,3,1985,f
1186,50,1199,t
2579,45,1199,t
674,50,426,t
2635,47,426,t
2730,50,343,t
1493,112,497,f
552,42,304,t
1941,44,278,t
2731,145,1061,f
670,53,422,t
2732,42,422,t
511,39,263,t
725,47,477,t
710,50,462,t
1020,115,224,f
736,50,488,t
747,42,499,f
2402,119,499,f
2678,119,249,f
2700,54,1062,f
1061,53,457,f
1062,131,457,f
1773,71,275,f
489,39,241,f
565,42,317,t
1128,44,365,f
2466,44,360,t
2592,47,363,t
2376,54,704,t
1358,49,332,f
1897,54,1590,t
2693,57,436,f
2694,99,436,f
1896,151,1590,f
1389,47,1356,t
812,47,564,t
1058,116,567,t
1057,39,567,t
2177,149,718,f
2885,4,2004,f
2886,3,2004,f
2905,4,2013,f
2906,3,2013,f
2820,3,1970,f
2178,85,718,f
764,44,516,t
1680,4,1448,f
1151,47,1164,t
2921,54,719,f
2709,4,1931,f
680,54,432,t
2710,3,1931,f
479,40,231,f
1926,146,432,f
908,62,650,t
1303,63,1308,t
744,46,496,t
2072,99,1650,t
2081,57,1650,f
2549,39,345,t
1007,49,475,t
2449,48,438,f
2280,47,339,f
555,42,307,t
526,50,278,t
612,50,364,t
2381,47,364,t
1304,4,1308,f
1305,3,1308,f
1917,86,224,f
816,50,568,f
2566,45,568,f
755,48,507,t
573,45,325,t
2106,116,236,f
2244,142,802,f
2048,151,802,f
1952,46,303,f
2584,47,479,t
549,45,301,t
477,39,229,t
708,42,460,t
636,50,388,t
2633,45,388,t
718,42,470,f
2734,47,509,f
522,45,274,t
740,50,492,t
2473,45,480,f
2658,50,597,f
519,50,271,t
2625,45,271,t
856,50,608,t
500,53,252,f
2409,26,1830,f
1006,56,283,f
1915,126,283,f
517,49,269,f
975,76,477,f
2454,70,1845,f
2455,71,1845,f
2457,83,1845,f
2469,82,1845,f
2470,39,1845,f
2471,53,1845,f
2735,118,1845,f
2736,117,1845,f
1033,44,389,t
1081,131,232,f
1082,39,232,t
1765,71,244,f
2110,47,533,t
767,45,519,t
2737,13,1844,t
209,21,141,f
2738,4,894,f
2739,3,894,f
2740,4,992,f
2741,3,992,f
1130,44,1042,t
2744,4,1936,f
2745,3,1936,f
3095,3,2117,f
782,50,534,t
3112,4,897,f
3113,3,897,f
3030,4,2067,f
2027,153,1322,f
2746,4,1937,f
2747,3,1937,f
2599,47,487,t
2273,47,372,t
2751,3,1940,f
2752,3,1941,f
3114,4,2137,f
2753,3,1942,f
2754,3,1943,f
2659,42,1911,f
2756,3,1945,f
3115,3,2137,f
2757,3,751,f
2758,3,911,f
2759,3,1946,f
2760,3,1947,f
2762,3,748,f
2761,3,1948,f
2763,3,1951,f
2766,4,1953,f
2767,3,1953,f
2770,3,1954,f
2771,4,1955,f
2772,3,1955,f
3116,4,2138,f
678,50,430,t
2448,48,430,f
2378,149,740,t
2377,54,740,t
2887,4,2005,f
2888,3,2005,f
3117,3,2138,f
2445,3,1843,f
3057,50,556,f
2764,4,1952,f
2765,3,1952,f
3066,42,2084,t
2742,4,1935,f
2743,3,1935,f
3071,3,1275,f
2907,4,2014,f
2908,3,2014,f
1056,41,567,t
2852,4,1986,f
2922,4,824,f
2923,3,824,f
1431,89,1368,f
2853,3,1986,f
1644,71,224,f
788,42,540,f
2976,4,2044,f
2977,3,2044,f
2992,4,747,f
2993,3,747,f
2768,4,744,f
2769,3,744,f
3006,4,2056,f
3007,3,2056,f
3075,3,2085,f
932,61,662,t
3128,4,2148,f
3129,3,2148,f
3102,4,2122,f
3103,3,2122,f
3108,4,2125,f
3109,3,2125,f
3084,4,2112,f
3085,3,2112,f
3093,3,2116,f
3094,4,2117,f
3118,4,2141,f
3119,3,2141,f
3120,4,2143,f
3121,3,2143,f
3126,4,2147,f
3127,3,2147,f
3124,4,2146,f
3125,3,2146,f
2289,54,743,f
972,42,498,f
3130,50,537,t
92,12,68,f
3133,50,611,t
294,8,166,t
711,47,463,t
3134,50,463,t
1809,4,1538,f
1708,4,1467,f
3137,50,574,t
3138,4,2151,f
3139,3,2151,f
3135,4,2150,f
3136,3,2150,f
2103,3,1664,f
3140,4,841,f
3141,3,841,f
3142,4,840,f
3143,3,840,f
3144,4,839,f
3145,3,839,f
3146,4,838,f
3147,3,838,f
3148,4,836,f
3149,3,836,f
3150,4,833,f
3151,3,833,f
730,50,482,t
696,50,448,t
515,50,267,t
3122,4,2145,f
3123,3,2145,f
3029,3,2067,f
3152,4,2153,f
3153,3,2153,f
3154,4,2154,f
3155,3,2154,f
3156,4,2155,f
3157,3,2155,f
3158,4,2156,f
3159,3,2156,f
3160,4,2161,f
3161,3,2161,f
3162,4,2162,f
3163,3,2162,f
3164,4,2163,f
3165,3,2163,f
3256,3,2291,f
3257,4,2291,f
3166,90,2168,t
3167,89,2168,f
2929,3,2021,f
3168,4,2169,f
3169,3,2169,f
3209,4,2241,f
3210,3,2241,f
3211,4,2245,f
2529,45,267,t
3212,3,2245,f
3299,4,2315,f
3216,3,2009,f
3217,4,2268,f
3218,3,2268,f
163,67,128,f
3215,3,2008,f
3172,90,2177,f
3173,89,2177,f
3219,4,2269,f
3174,4,2187,f
3175,3,2187,f
3220,3,2269,f
3176,4,2189,f
3177,3,2189,f
3221,4,2270,f
3222,3,2270,f
3180,4,2195,f
3181,3,2195,f
3182,4,2197,f
3183,3,2197,f
3223,4,2271,f
3184,4,2198,f
3185,3,2198,f
3186,4,2199,f
3187,3,2199,f
3188,4,2201,f
3189,3,2201,f
3190,4,2205,f
3191,3,2205,f
3192,4,2207,f
3193,3,2207,f
3224,3,2271,f
3194,4,2208,f
3195,3,2208,f
3225,4,2272,f
3226,3,2272,f
3227,3,2273,f
3228,4,2273,f
3258,4,2292,f
3259,3,2292,f
3274,4,2304,f
3199,3,2213,f
3200,3,2214,f
3275,3,2304,f
3260,4,2293,f
3261,3,2293,f
3203,4,2237,f
3204,3,2237,f
3207,4,2240,f
3208,3,2240,f
3201,4,2239,f
3202,3,2239,f
2189,3,1699,f
3205,4,2238,f
3206,3,2238,f
3281,3,2308,f
3229,4,2274,f
3230,3,2274,f
3233,4,2278,f
3234,3,2278,f
3235,4,895,f
3236,3,895,f
3237,4,2280,f
3238,3,2280,f
3239,3,1114,f
3262,4,2294,f
3263,3,2294,f
3240,4,2283,f
3241,3,2283,f
3242,3,2285,f
3243,4,2285,f
3244,4,706,f
3245,3,706,f
3246,4,2286,f
3247,3,2286,f
3250,4,2288,f
3251,3,2288,f
3264,4,2295,f
3265,3,2295,f
3252,4,2289,f
3253,3,2289,f
3254,4,2290,f
3255,3,2290,f
3266,4,2296,f
3267,3,2296,f
3231,4,2276,f
3232,3,2276,f
3268,4,2297,f
3269,3,2297,f
3270,4,924,f
3271,3,924,f
3272,4,2303,f
3273,3,2303,f
3282,4,2309,f
3302,4,2316,f
3303,3,2316,f
3278,4,2307,f
3279,3,2307,f
3280,4,2308,f
3283,3,2309,f
3284,4,2310,f
3285,3,2310,f
3286,4,2311,f
3287,3,2311,f
3288,4,2312,f
3289,3,2312,f
3290,4,898,f
3291,3,898,f
3292,4,2313,f
3293,3,2313,f
3294,4,2314,f
3295,3,2314,f
3197,4,2212,f
3198,3,2212,f
3276,4,2305,f
3277,3,2305,f
3300,4,1990,f
3248,4,705,f
3249,3,705,f
3301,3,1990,f
3304,4,901,f
3305,3,901,f
3321,47,2329,t
3306,4,2317,f
3307,3,2317,f
3310,42,2324,f
3313,4,2325,f
3314,3,2325,f
3392,4,2385,f
3393,3,2385,f
3317,47,334,t
3170,4,2175,f
3171,3,2175,f
3319,4,195,f
3320,3,195,f
1599,3,1415,f
1600,4,1415,f
129,35,111,f
130,28,111,f
3394,4,2386,f
3395,3,2386,f
3340,3,2359,f
3335,4,2358,f
3391,3,2384,f
3396,4,2388,f
3397,3,2388,f
3398,4,2389,f
3399,3,2389,f
3331,47,2355,t
3336,3,2358,f
3337,90,2358,f
3400,4,2390,f
3401,3,2390,f
3402,4,2391,f
3308,4,2318,f
3309,3,2318,f
3403,3,2391,f
3328,4,2333,f
3329,69,2333,f
3369,91,2373,f
3370,92,2373,f
3334,50,610,t
3380,62,2378,f
3377,63,2377,t
3417,66,2346,f
3410,4,2395,f
3411,3,2395,f
3378,62,2377,f
3330,45,2345,t
3379,63,2378,t
3341,4,2360,f
3342,3,2360,f
3404,4,2392,f
3405,3,2392,f
3406,4,2393,f
3407,3,2393,f
3361,47,2370,t
3362,49,2370,t
3363,47,2371,t
3364,50,328,t
3318,47,2328,t
3373,4,2375,f
3374,3,2375,f
3375,4,2376,f
3376,3,2376,f
3408,4,2394,f
3409,3,2394,f
3338,4,2359,f
3339,90,2359,f
3424,4,2409,f
3425,3,2409,f
3371,91,2374,f
3372,92,2374,f
3381,4,2379,f
3382,3,2379,f
3383,4,2380,f
3384,3,2380,f
3412,4,2404,f
3413,3,2404,f
3387,4,2382,f
3388,3,2382,f
3385,4,2381,f
3386,3,2381,f
3389,4,2383,f
3390,3,2383,f
3414,66,2347,f
3426,4,2410,f
3427,3,2410,f
3418,4,2406,f
3419,3,2406,f
3428,4,2411,f
3420,4,2407,f
3421,3,2407,f
3415,4,2405,f
3416,3,2405,f
3422,4,2408,f
3423,3,2408,f
3429,3,2411,f
3430,4,2412,f
3431,3,2412,f
3432,4,2413,f
3433,3,2413,f
3434,4,2414,f
3435,3,2414,f
3436,4,2415,f
3437,3,2415,f
3438,4,928,f
3439,3,928,f
3440,4,2416,f
3441,3,2416,f
3442,4,2417,f
3443,3,2417,f
3444,4,2418,f
3445,3,2418,f
3446,4,1030,f
3447,3,1030,f
3448,4,2420,f
3449,3,2420,f
3450,4,1032,f
3451,3,1032,f
3452,4,1031,f
3453,3,1031,f
3454,3,2422,f
3455,4,2422,f
3456,4,1029,f
3457,3,1029,f
3458,3,1099,f
3459,4,2426,f
3460,3,2426,f
3566,4,728,f
3567,3,728,f
3568,4,726,f
3569,3,726,f
3467,4,2445,f
3468,3,2445,f
3469,4,2446,f
3470,3,2446,f
3473,4,2448,f
3474,3,2448,f
3475,4,2449,f
3476,3,2449,f
3477,4,2450,f
3478,3,2450,f
3479,4,2451,f
3480,3,2451,f
3481,50,446,f
3570,4,727,f
3571,3,727,f
3529,4,2578,f
3484,4,2469,f
3485,3,2469,f
3486,4,2470,f
3487,3,2470,f
3488,4,976,f
3489,3,976,f
3490,4,977,f
3491,3,977,f
3530,3,2578,f
3531,4,2579,f
3532,3,2579,f
3367,91,2372,f
3594,4,872,f
3595,3,872,f
3535,4,945,f
3536,3,945,f
3537,4,2581,f
3538,3,2581,f
3596,4,873,f
3597,3,873,f
3368,92,2372,f
3482,43,2459,t
3483,47,2460,t
3498,44,2574,t
3499,4,979,f
3500,3,979,f
3501,49,469,f
3502,49,1164,f
3504,4,978,f
3505,3,978,f
3539,4,2582,f
3503,47,2575,t
3540,3,2582,f
3492,4,2491,f
3493,3,2491,f
3541,4,2583,f
3542,3,2583,f
3588,4,2600,f
3589,3,2600,f
3543,4,2584,f
3544,3,2584,f
3533,4,2580,f
3507,47,2577,t
3508,78,2577,f
3534,3,2580,f
3463,4,2443,f
3464,3,2443,f
3465,4,2444,f
3509,150,224,f
3510,38,498,t
3598,4,1088,f
3599,3,1088,f
3515,4,1038,f
3516,3,1038,f
3513,4,1039,f
3514,3,1039,f
3511,4,1040,f
3512,3,1040,f
3517,4,1046,f
3518,3,1046,f
3519,4,1045,f
3520,3,1045,f
3521,4,1043,f
3522,3,1043,f
3523,4,1044,f
3524,3,1044,f
3525,4,1047,f
3526,3,1047,f
3527,4,903,f
3528,3,903,f
3466,3,2444,f
3545,4,707,f
3546,3,707,f
3547,4,2588,f
3548,3,2588,f
3549,4,708,f
3550,3,708,f
3551,4,899,f
3552,3,899,f
