id,title,file,width,height,created_at,focal_point_x,focal_point_y,focal_point_width,focal_point_height,uploaded_by_user_id,file_size,urls
1103,"Mareis, Theorien des Designs, Cover",original_images/Mareis_Theorien.jpg,1417,2008,"2016-08-02 11:36:28.460792+02",,,,,13,,
1104,"Mareis, Design als ..., Cover",original_images/Mareis_Design_als_Wissens...jpg,389,648,"2016-08-02 11:42:21.510034+02",,,,,13,,
1105,"Mareis, Intellectual Birdhouse, Cover",original_images/Mareis_Birdhouse.jpg,340,499,"2016-08-02 11:46:57.923257+02",,,,,13,,
1106,"Mareis, Long lost friends, cover",original_images/Mareis_Long_lost_friends.jpg,1788,2723,"2016-08-02 11:52:57.90577+02",,,,,13,,
1107,"Mareis, Designing Thinking, Cover",original_images/Mareis_Designing_Thinking.jpg,939,1300,"2016-08-02 12:04:00.078217+02",,,,,13,,
1108,"Mareis, Synthesize, Cover",original_images/Mareis_Synthesize.jpg,900,1380,"2016-08-02 12:12:03.998971+02",,,,,13,,
1109,"Mareis, Manifestationen, Cover",original_images/Mareis_Manifestationen.jpg,429,648,"2016-08-02 12:14:40.332433+02",,,,,13,,
1110,"Mareis, Poetics, Cover",original_images/Mareis_Poetics_and_Politics.jpg,459,648,"2016-08-02 12:19:04.689478+02",,,,,13,,
1111,"Cover_The Capitalist Unconscious",original_images/Capitalist_Unconscious-max_221-7f0a8426025411fd0e3c266d4d150bb0.jpg,209,320,"2016-08-02 12:42:37.195339+02",,,,,14,,
1112,"Das fotografische Dispositiv",original_images/das_fotografische_dispositiv.png,288,250,"2016-08-02 17:44:50.68564+02",,,,,6,,
1113,"Sichtbarkeit und Sichtbarmachung",original_images/sichtbarkeit_und_sichtbarmachung.png,585,458,"2016-08-02 17:48:47.494669+02",,,,,6,,
1114,"Bruhn, Das Bild, Cover",original_images/Bruhn_Das_Bild.jpg,468,648,"2016-08-04 13:18:27.3119+02",,,,,13,,
1115,"Bruhn/Hemken, Modernisierung",original_images/Bruhn_Hemken_Modernisierung.jpg,389,648,"2016-08-04 13:22:52.494708+02",,,,,13,,
1116,"Ikonographie des Gehirns",original_images/BW_6-1_Ikonographie_des_Gehirns-1.jpg,1981,2800,"2016-08-04 13:26:51.676518+02",,,,,13,,
1117,"Diagramme und bildtextile Ordnungen",original_images/BW_3-1_Diagramme_und_bildtextile_Ordnungen.jpg,1941,2800,"2016-08-04 13:28:12.6507+02",,,,,13,,
1118,"Thomas Stach",original_images/thomas_stach_Kopie.png,400,400,"2016-08-04 15:32:48.582559+02",,,,,6,,
1122,"Jólan van der Wiel, Gravity Stool, 2011, Foto: Andreas Sütterlin © Jólan van der Wiel",original_images/Gravity_Stool_high_res_web.jpg,1248,1465,"2016-08-04 17:57:26.435133+02",,,,,26,,
1123,"HygroSkin – Meteorosensitive Pavilion, FRAC Centre Orleans, Achim Menges in Zusammenarbeit mit Oliver David Krieg und Steffen Reichert © ICD Universität Stuttgart",original_images/Menges_HygroSkin_high_res_web.jpg,2100,1400,"2016-08-04 18:02:49.099716+02",,,,,26,,
1119,"David Georges Emmerich, Structure autotendante, o. D., Modell Holz, Metall 45 x 45 x 45 cm",original_images/Emmerich_Presse_high_res.jpg,2538,3370,"2016-08-04 16:49:00.336696+02",1277,1921,2521,2717,26,1862385,
1124,"Ursula Wagner, shaping weaves weaving shapes, 2012-2016, Lissajous-Gewebe Bananenfaser, Kupferdraht, Polyester/Viskose, Foto: Juliane Eirich, 2013",original_images/Wagner_Presse_high_res_web.JPG,4000,2670,"2016-08-04 18:37:13.470799+02",,,,,26,,
1125,"Faustkeil, West Tofts / Norfolk, 100.00 – 10.000 J. v. Chr. © Museum of Archaeology and Anthropology, University of Cambridge, UK.",original_images/West_Tofts_Faustkeil_Vorderseite_HR_web.jpg,2802,3926,"2016-08-04 18:54:47.615002+02",,,,,26,,
1120,"David Georges Emmerich Structure autotendante, o. D., Modell Holz, Metall 45 x 45 x 45 cm, Foto: François Lauginie / Collection FRAC Centre, Orléans",original_images/Emmerich_Presse_high_res_web.jpeg,2538,2802,"2016-08-04 17:07:00.009136+02",,,,,26,1736587,
1121,"Greg Lynn, Embryological House: Size “A” Eggs , 1999-2001 © Embryological House fonds, Collection Centre Canadien d’Architecture / Canadian Centre for Architecture, Montréal",original_images/GregLynn_high_res_web.jpg,1900,1263,"2016-08-04 17:50:10.341328+02",,,,,26,,
1127,"Donald E. Ingber, Organs on Chips, Boston, 2008/2016, transparenter Kunststoff und Metalldraht, Boston, Harvard University, Wyss Institute for Biologically Inspired Engineering © EBERLE &#38; EISFELD | BERLIN",original_images/Ingber_Organs_on_chips_high_res_web.jpg,1200,800,"2016-08-04 19:08:27.894806+02",,,,,26,109808,
1129,"Apoll von Belvedere mit parabolischer Kurve überarbeitet von Felix Klein oder seiner Werkstatt vor 1912, Gips, farbig gefasst, 30 x 22 x 15 cm, Göttingen, Georg-August-Universität, Sammlung Mathematischer Modelle und Instrumente, Foto: Frank Stefan Kimmel",original_images/10_06_09_Apoll_Detail_web.jpg,1200,801,"2016-08-04 19:17:13.642018+02",,,,,26,,
1128,"Per R. Flood, Oikopleura labradoriensis Lohmann 1892, Gehäuse eines Manteltierchens, 1992, Mikrografie, Photo by Per R. Flood © Bathybiologica.no",original_images/Flood_Presse_high_res_web.jpg,849,1200,"2016-08-04 19:09:40.991118+02",,,,,26,104475,
1178,"Eating Anthropocene",original_images/Anthropocene-kitchen.jpg,2073,2942,"2016-09-07 12:02:52.570765+02",,,,,13,,
1179,"Kufus, Möglichkeitsmodelle",original_images/Kufus_Moeglichkeitsmodelle.jpg,300,400,"2016-09-07 13:08:41.045492+02",,,,,13,,
1132,"Teilförderungen durch:",original_images/Foerderer_Ueberblick_02.jpg,1192,855,"2016-08-05 11:09:59.952774+02",,,,,26,,
1133,"Scherer, Paradies, Cover",original_images/Scherer_Vermessene_Paradies.jpg,462,648,"2016-08-08 10:51:43.327849+02",,,,,13,,
1134,"Scherer, Welt, Cover",original_images/Scherer_Alte_neue_Welt.jpg,409,648,"2016-08-08 10:55:50.916322+02",,,,,13,,
1135,"Scherer, Feindbilder, Cover",original_images/Scherer_Feindbilder.jpg,408,648,"2016-08-08 10:56:28.158768+02",,,,,13,,
1136,"Scherer, Globale Geschichten, Cover",original_images/Scherer_Globale.jpg,463,648,"2016-08-08 11:04:56.859231+02",,,,,13,,
1137,"Vöhringer, Avantgarde, Cover",original_images/Voehringer_Avantgarde.jpg,408,648,"2016-08-08 12:26:31.429099+02",,,,,13,,
1138,"Vöhringer, Sammlung, Cover",original_images/Te_Heesen_Wissenschaft_Museum_kFfoVu4.jpg,225,345,"2016-08-08 12:29:51.081469+02",,,,,13,,
1139,"Wendler, Das Modell, Cover",original_images/Wendler_Das_Modell.jpg,600,927,"2016-08-08 12:54:16.689541+02",,,,,13,,
1140,"Engel u.a., Bildnerisches Denken, Cover",original_images/Engel_u.a._Bildnerisches_Denken.jpg,450,648,"2016-08-08 13:30:08.376099+02",,,,,13,,
1141,"Bredekamp, Actus et Imago, 1, Cover",original_images/HB_Actus_et_Imago_Bd.1.jpg,408,648,"2016-08-08 14:43:19.524561+02",,,,,13,,
1142,"Bildbeschreibungsband, Cover",original_images/Indesign_Cover_Fauskeil_768px-hoch.jpg,541,768,"2016-08-09 10:41:24.922629+02",,,,,13,,
1143,"Dichten &#38; Denken, Cover",original_images/Dippel_Dichten_Denken.jpg,412,648,"2016-08-09 10:59:04.684204+02",,,,,13,,
1144,"Natur/Technik, Cover",original_images/Dippel_Natur_Technik.jpg,409,648,"2016-08-09 11:13:38.0349+02",,,,,13,,
1145,"Atlas der Weltbilder, Cover",original_images/Markschies_u.a._Atlas_d_Weltbilder.jpg,529,648,"2016-08-09 11:21:03.337939+02",,,,,13,,
1146,"Bruns, Politik, Cover",original_images/Bruns_Politik_Eros.jpg,457,648,"2016-08-09 12:51:27.183348+02",,,,,13,,
1147,"Bösl/Hille, Cover",original_images/Boesl_Pflanzen_Formen_Lehre.jpg,305,400,"2016-08-10 11:33:01.227109+02",,,,,13,,
1148,"Huss, Simultaneität, Cover",original_images/Huss_Simultaneitat.jpg,426,648,"2016-08-10 13:37:57.511418+02",,,,,13,,
1149,"On the Epistemic Dimension of Colors in the Sciences",original_images/ColorInScience-A3-poster_2016-07-15.jpg,3508,4961,"2016-08-10 17:03:22.118807+02",,,,,6,,
1150,"Anthropozaen-Kueche, Cover",original_images/Anthropozaen_Kueche.jpg,480,643,"2016-08-11 10:49:45.345506+02",,,,,13,,
1151,"Entgegenkommendes Denken, Cover",original_images/Engel_Marienberg_Entgegenkommendes_denken.jpg,408,648,"2016-08-11 11:12:01.701981+02",,,,,13,,
1152,"Actus et Imago, Bd. 2, Cover",original_images/Actus_et_Imago_Bd.2.jpg,405,648,"2016-08-11 11:18:37.189636+02",,,,,13,,
1153,"Denkende Hände, Cover",original_images/Actus_Imago_Bd.18.jpg,408,648,"2016-08-11 11:30:18.335162+02",,,,,13,,
